id	filename	md5	size	state
05a46d2c-11b5-4876-8332-7e9c5b11061f	cde4bf66-5e18-4b7f-9556-2217ae9c8f58.mirbase21.isoforms.quantification.txt	48cf0c38bc49474106c7335b5ab878db	409390	validated
06f23c78-335b-4be3-9d7e-c51d68139830	10b63379-7dfd-4f39-9453-e0e7c4d0ab2a.mirbase21.isoforms.quantification.txt	8c03bbb4681f581286c04c7012c62999	431352	validated
0787fc57-e38e-476e-9c15-a3408aafe124	276bf1ba-9870-4924-b6b1-8d46f7723c7a.mirnaseq.isoforms.quantification.txt	0035090195744c6fc73ae9ad701f5abb	627543	validated
07c8fd3f-62c4-424c-9d74-f86d98fa12b7	726b35f2-cf44-41f0-9525-d9c56e95a807.mirbase21.isoforms.quantification.txt	6a89bb4e964900c3817e2129cf9f9f5d	358589	validated
07db5d57-6fa2-4c78-9c18-3c44ce5e93d2	16f25bd4-d081-4768-8eea-f4b5132ecd20.mirnaseq.isoforms.quantification.txt	1e45326abf53b3b83bb22256d6654874	873372	validated
08250f82-1318-4a9d-964c-948f168ee9b9	f5fcc441-e8b0-4ee6-a9eb-18190967f6d0.mirnaseq.isoforms.quantification.txt	16af50a43cc5d24b612ef26e3b4822a0	800204	validated
08a7f87a-1632-471d-8b3e-10b65dfb9d76	d36aa33e-9c39-4635-9123-4a0ef8d6ccfa.mirbase21.isoforms.quantification.txt	19e6f50ce133f112d66e062e0ca0014f	332870	validated
09f502a3-c624-4085-a8d4-a3d5573c777d	03f54564-65bb-4561-ad33-ec78b883c217.mirbase21.isoforms.quantification.txt	16f936ab6de879215468904c9c71ed1d	288133	validated
0a84794e-81bb-4d13-9590-1b2617913e69	b5936e50-ec89-4840-bf21-de2ce5f4ca73.mirnaseq.isoforms.quantification.txt	bc362782a00d401450e17f44ed10da23	738952	validated
0a96829f-828e-4438-94d1-b849478cead2	6760052d-8341-4c51-a84f-2c4084a1f59b.mirnaseq.isoforms.quantification.txt	6c9006e57e39f850a13f2fb7a58401e1	573489	validated
0aa60e67-9df0-4f0f-b013-eaf6325276de	aa921501-cc9e-4545-915c-9c647f798660.mirbase21.isoforms.quantification.txt	f585d1a3be62115ade9adc3ed2eec8a8	305464	validated
0b496846-75e1-4819-9438-63175be68ce2	a9b61292-3e97-41a4-b16f-ba4a5f393acc.mirnaseq.isoforms.quantification.txt	86388d82b54d2be46e7d5fcae46c2361	873576	validated
0baa360d-05a8-4d67-b078-1f1865e17fff	2288a1aa-8f29-4a29-a619-2c49fde819ae.mirbase21.isoforms.quantification.txt	8eb1f4bb661c1bbf1530dd67f0b6de6b	227630	validated
0c86866e-80c6-40c9-af4d-5978d19eed48	0b8bf198-6cfd-4779-bd57-3b5626b56acb.mirnaseq.isoforms.quantification.txt	98099de9045500782be21b080ed4e736	892827	validated
0d61a6f5-2141-4173-9314-ff0554b4d69b	6a6f20ce-cecf-42f2-8206-77e5a021496d.mirbase21.isoforms.quantification.txt	4558632c62d875bea8b87841d8aa5e23	582882	validated
0f580ea7-deb0-41d3-8b1d-8ff3fe873d77	53b77a93-36d8-42e9-a0f3-c0f95ad2f172.mirbase21.isoforms.quantification.txt	0e53e2400e480bc93d6135cb5c964314	289547	validated
0fa65440-2a0d-4f1a-bb5f-ff3c2d802e42	8345f95c-269f-476b-82a5-0630ee50b97b.mirbase21.isoforms.quantification.txt	d4ef95eade5381e7e3338cef4d561093	345711	validated
1005c679-efc3-49de-8662-79ce732d5e7a	6cff9bc9-105c-459d-bd63-1325b63d35f9.mirnaseq.isoforms.quantification.txt	6458213090981b92ba989c4aff36442b	945262	validated
10161348-3bbd-4c7d-a95b-a0328a785115	5508b449-cf2f-438b-928a-e50fc7a05b43.mirbase21.isoforms.quantification.txt	1bacf3bb889f46164ce7cc9c2ad01edd	372026	validated
104e7537-93a8-43ee-9efe-44acee876f67	a99e2b03-b582-4d14-a4d8-5d152774eb15.mirbase21.isoforms.quantification.txt	7f9b621060c136b4ad3adcf567a7249e	335805	validated
1069bdbb-6e39-4035-ab82-13a5290b061f	853e5acf-2710-4d13-989f-d977f5d3db51.mirbase21.isoforms.quantification.txt	b368a1555baf72200cc832792e388d66	297384	validated
109081bb-3441-40b3-a53c-dae42d48876a	33568f1e-8704-4ea5-948b-564057e5a36b.mirbase21.isoforms.quantification.txt	8b250c75ff1854df8754cd93f4635cef	412003	validated
119bcebc-d404-481c-866f-9fbc1c179630	9b5c9a98-bf21-401b-928c-6a00e191069e.mirnaseq.isoforms.quantification.txt	b3b7c606e73ce6904fb2c7786075ce6b	588900	validated
12e2068b-c213-4580-bdea-f5ced59f5cd6	6a3fa1d9-70c2-4d2f-86c7-06cc17f4083c.mirbase21.isoforms.quantification.txt	2ceb76bb6705bb9a2fb1fae39030b522	337496	validated
133c8732-7de7-407b-b044-29da7f698a6c	5f0938d7-0a81-4276-85c5-4b1bce17d31a.mirbase21.isoforms.quantification.txt	d04c262b5eb15fff2e4c600300c20c69	480844	validated
13916728-1f2a-4e73-862c-3f78b5730215	18d944a2-fd77-4836-8440-dc8fef23ab9a.mirnaseq.isoforms.quantification.txt	9638d357cb0dee3ec8e4a74f9ca33973	679057	validated
13d224cb-6b38-4b1d-8c42-114b542a046e	41a34f62-0153-4f08-b01e-5295a268b502.mirnaseq.isoforms.quantification.txt	9c569094bcf3f4cd42e1e51585ba52df	878407	validated
1413d637-92d7-4d1b-a3fc-ff5eaaacd620	901303e4-35e2-47aa-86b9-a5cb36922680.mirbase21.isoforms.quantification.txt	05f8b142f7f7fb83fc82bdbaf3836184	336198	validated
1469f9d9-aa7c-4f33-bfa1-2d8886ea7993	586e0c8f-ea35-4c9d-b727-127e884cd997.mirnaseq.isoforms.quantification.txt	3189ba839faa541629e8e1f660c4be2f	1090365	validated
14854d9f-e7a7-4bd6-9b83-120db9808248	66fcaec7-a58a-413b-8b44-4fc1e4cf16f6.mirbase21.isoforms.quantification.txt	64846fecb2406733d2f22c2fe7f1bb48	416763	validated
14a3610f-1cc8-4f39-b3bf-3860a5044d5d	521604b6-47d8-4c18-9a5b-d146258e1647.mirbase21.isoforms.quantification.txt	916d941fabd981604b96d0251a65084c	459782	validated
152ddcd3-be9d-453f-9de8-eeecb417ba15	537ee797-21dd-470f-a9b9-6a097dc1f319.mirbase21.isoforms.quantification.txt	b3d32b139c12b307e59c6a0645137525	510629	validated
15308afb-59b4-44c7-a8c7-78ce87aeb55c	298afe4b-7d00-4a31-bb20-120f228c6378.mirbase21.isoforms.quantification.txt	ecf85897ab4acdaf2a1b6702a71faeb1	458732	validated
156a9d3f-6076-4c42-883c-1cb24dd5eebb	6707ec34-37ed-48f7-8822-66f174a3424b.mirbase21.isoforms.quantification.txt	9a51dbae38db95524d1a90079395666e	453681	validated
15c6cf9e-7c9d-4267-bf1a-a8e287ec4397	ca1518ed-cdd9-4e6e-92a2-3c63a8f18c33.mirbase21.isoforms.quantification.txt	075d7ee7e385aca60caf28b7ca529832	573867	validated
16267c99-020a-4a39-9b20-64225db21c0d	42b6138c-e127-47ef-9f66-08171787eeb3.mirbase21.isoforms.quantification.txt	982916f942eb53f116ea9c49739f3382	387277	validated
163553d1-1fc4-4197-85f1-64d01d17c82c	4eaebf2c-a385-4fcf-aff6-6fb21c942ec7.mirbase21.isoforms.quantification.txt	4ed128ae22d875b06257ac6d92195735	380713	validated
1641a673-ffee-4bf8-be75-e85652c3abc8	005a23d5-af82-47a9-9085-9c32ea8f0f36.mirbase21.isoforms.quantification.txt	e93f8bbf98fb00464baae43c4e04bdb9	411497	validated
16cbab96-82eb-4770-b2d6-595392b511be	e771b3de-9158-4319-9359-244031ad83e0.mirbase21.isoforms.quantification.txt	87dc1c0c9cff2ee2655fb2539f65381c	341103	validated
17243081-070e-439f-a156-6acf3e50dbe7	e2e84fde-3efc-437c-abbe-3ad677fa1a2b.mirnaseq.isoforms.quantification.txt	cbfee6f0934fa4a541b2e7ebb160f2fd	696517	validated
173bce86-c7f3-4b15-9581-cefa7cab125b	036e103a-e159-4a5a-8708-b0c62dbf6c80.mirnaseq.isoforms.quantification.txt	484b6780640815cf4684a7746f2bcbe8	822169	validated
17c35938-d357-48c0-bc30-cb74b69937da	39d4718c-ce53-4fe1-8ed2-2756781f9d2d.mirbase21.isoforms.quantification.txt	3087d37eee5dcb2d39e3b41f9db0850e	400213	validated
17fd91b0-adb1-489d-972e-8a78a673f27a	88400fe3-74c6-48aa-b017-c0c00e7fe223.mirbase21.isoforms.quantification.txt	470c17d55d041312369ac71fb1c7d3bb	680465	validated
183c78fd-6d73-45ba-bcd1-3ca175732445	73df89ef-2e69-4632-8c0d-5c6e83847a1c.mirbase21.isoforms.quantification.txt	c157850d77ca68f9759423efb66d16fd	450746	validated
1863d717-f7a9-49b6-b35e-77b1009fa0bb	b142f83a-82dc-49a8-b311-0f6603363d2d.mirnaseq.isoforms.quantification.txt	3ddd6290ecf56a5e1970a4e36910ad47	578964	validated
1876799c-a504-4624-86a9-27a5ba7cd2e3	9179a399-056f-4f86-b127-ee8a38db923c.mirnaseq.isoforms.quantification.txt	bed5fe623c7e1ada19cfc04180b729c4	807069	validated
189d8093-d97a-4ced-a9ff-acb4e03778af	d35f5b5c-4c02-4510-a96a-0658aed6505d.mirbase21.isoforms.quantification.txt	6e6141107b3558437c54cc850c332651	455685	validated
18b1247f-d2f1-4878-8ca6-bb62ece3fb24	0c28fb68-6372-4474-84ce-c2a01b697c2a.mirbase21.isoforms.quantification.txt	368613f8c357d67eb8bbd12ef4320156	527458	validated
1a1a4c66-3ca2-4b0b-a59e-b5357275a8cb	83cec9cb-40e0-4f4a-94b5-43b8f60763a9.mirbase21.isoforms.quantification.txt	1fdf51d16b8aaf3d2b1c9390a45f308b	480275	validated
1b7fc8e6-b6a0-4b09-8b64-97c5257e9a11	63c71532-352e-4bac-89fc-312da703f7fc.mirbase21.isoforms.quantification.txt	6afcb00008b780a23e715341ec963589	319622	validated
1c74d77f-090a-4dd2-8453-6344e3dbf268	3d064976-8d4b-41a4-9fc8-52b12d23888c.mirbase21.isoforms.quantification.txt	6c2c395484af4b841fb12ce8f5a64f4d	462679	validated
1d00727f-42e7-4356-bc1e-01cb184e2623	c16ca942-f7a5-4bc4-bc08-0a9cf9b77227.mirbase21.isoforms.quantification.txt	274e394207fe67d2cb2054cab0354e3e	559929	validated
1d107ce4-3f1f-48f1-b5d6-225fd4eebee5	230954b9-3c49-478a-a243-df69f90bdcae.mirnaseq.isoforms.quantification.txt	7de1e1a8db8359919606265696d814ab	811912	validated
1d11fbbb-7819-4624-86af-f46608557279	262e9a3a-998d-48fb-b948-9c7ecaa9acf9.mirbase21.isoforms.quantification.txt	7047b91748055ee9ec903f00cf9918c7	338242	validated
1d2b4b3a-071a-4a63-a5db-c5755dcea162	7469aa4f-19e8-404f-ae21-0ac50f8368d4.mirnaseq.isoforms.quantification.txt	426fbc194553e728758684426e5c4e7a	579541	validated
1d42afa4-2f5c-4289-98bd-0dd6726b101c	937cb8a4-7940-4c47-bfaa-115ef4115c87.mirbase21.isoforms.quantification.txt	7ae9fd2599fed6b0cb3302e28ee8a855	318504	validated
1d494412-2bc2-4d70-8695-4e80e88d6106	a2a92fe6-3b0e-44aa-8c51-40fb27ec50a2.mirbase21.isoforms.quantification.txt	2cab855df10f0fd75b6692132b05218a	487041	validated
1d4d1250-b325-4393-8a10-43ff905ff35f	78ec4cda-26a0-41cf-9bfa-1e69ae2beab5.mirbase21.isoforms.quantification.txt	8181dc368810cf7afdf63b8d78e9c3a6	324063	validated
1eaeb21e-aa70-4b56-8f18-b7dc21425c98	39a9197d-8d2b-4246-b368-ce012c829e13.mirnaseq.isoforms.quantification.txt	a5ac2c511bbdbfb7957e96402d1e8dbf	824665	validated
1eb36d0e-dc93-4082-8bdc-3364aba2a395	769b38f0-1e2d-4158-8d81-908744d47bfc.mirbase21.isoforms.quantification.txt	1c7d09b99a2826428ca9e3665cad130e	350929	validated
1ec7fba0-859d-4f3a-86c2-8bde06925ea3	84e2d195-3859-4540-ad54-9f1fd63432e4.mirnaseq.isoforms.quantification.txt	3b2bdc16704bf8581d84b6950f0df074	666107	validated
1eef13f0-9a12-4122-bc8b-451c782eb321	f68f983a-5b3f-4cd6-ad5f-0521d90e3553.mirbase21.isoforms.quantification.txt	3c103054eedffa5b17e6c07cbbf7c160	442406	validated
1f152200-d4fb-406c-b3a2-2d4e64c886e4	53a157f6-51de-4826-977b-e9d945e21207.mirbase21.isoforms.quantification.txt	cb915db3962a6f1a677396a7d5ef3926	460859	validated
1f37a40a-982e-4062-bccb-f5f1e55c5f9f	4bb63d1c-99ce-428a-93a6-591425a84c3c.mirnaseq.isoforms.quantification.txt	d63a9a65f238d7b142b665ea17dec8c8	1002905	validated
1f55cd4a-2fc3-4ee6-844e-8d8370436b70	b838f31a-077e-4476-8e28-10a4e85c0326.mirbase21.isoforms.quantification.txt	e68b7a71a20f6602d96b841a954793d4	454143	validated
1fa41a38-9e74-4426-bdfa-e5dd7a493088	3a2e29a9-6b55-4e10-bbca-c9a152448c14.mirbase21.isoforms.quantification.txt	b776773e65422176f2e97787291f76b4	380050	validated
213d63a9-89ab-43f0-aa77-d4b3fdc8e1a2	82d9b15c-fe2e-4126-a538-4a9d4695ac9c.mirbase21.isoforms.quantification.txt	8b6fdaccaab44f56c4fc0208049ad95e	488274	validated
218e0fe1-6e2c-41bf-a1be-ac1f7763fe12	f267890f-4882-48d2-8bf3-cd164b2aaa0b.mirbase21.isoforms.quantification.txt	b2dcd49252a3bcc9f2c4d871ea14127f	349900	validated
225cedb5-494a-487f-9b26-b54105ece4aa	88b1fdf4-c9f7-4f62-bb23-10f725135276.mirnaseq.isoforms.quantification.txt	75d714bd4b0f5a8f06709163b94f547f	552438	validated
226b1a54-d800-48c7-8ac0-a5eb5b77f27a	280e41b1-8580-4bd1-9686-e9ebf651b71e.mirnaseq.isoforms.quantification.txt	8ce8eb327cb8d6bde8421221891003ca	699212	validated
22b1b271-9e87-4105-aba7-7b5303655bd4	a0fcfa26-49be-40f3-9d9e-b8a938ed8c1e.mirbase21.isoforms.quantification.txt	e74d7224212b3daaf375df73f94dfdc5	437935	validated
22f526f9-03dd-447f-bc69-041af2964928	998f1346-e082-44c3-9883-dcec9de23ace.mirnaseq.isoforms.quantification.txt	70b89a8f1ae773a46148a4c6cdb0e104	881793	validated
230d2065-136a-4c3d-b0e0-c0436ab19245	c302ef49-472f-4d8a-896e-490bd7b57c82.mirbase21.isoforms.quantification.txt	57b3c86f65b34d6de855629aa4a3b8d3	324955	validated
239fed8a-a789-4b54-8d89-2fce0823ab7c	88396e96-e44e-456c-9220-55fcdfd83a93.mirbase21.isoforms.quantification.txt	efdae98bad113408ba3c2966b1503b85	335003	validated
243c06af-9dcd-464d-83d9-51ced8567154	0343b3f6-c59a-4562-b833-4a7b83357e51.mirbase21.isoforms.quantification.txt	695fac49b293f213bda64d85090ad77c	463822	validated
244e4c87-e33b-4da4-9856-9085485b4d0f	4883afa4-837c-482d-a1f2-6bfc35d49c47.mirbase21.isoforms.quantification.txt	f91ec4dba94812bd9145efbbdb4e5405	336039	validated
2565891e-43d0-4ee7-a0d9-192b09ab1667	a03ddf72-f37c-4bd3-ae22-33de7091e227.mirbase21.isoforms.quantification.txt	858a61cc2e943dfb752e285b8617b53c	267341	validated
258b418e-145e-411b-ac3b-e65bbb5061dc	fa2ab0a0-e4b1-4717-9431-2a74b69982f6.mirbase21.isoforms.quantification.txt	cbc3e7d218314a792d8e4ec79ec519c7	451096	validated
26740692-4bc5-4993-952c-886edec4def1	e692e63d-53fa-43e0-95e0-2c9d5d9e14b1.mirbase21.isoforms.quantification.txt	fe258e55534a7b67b8a613cee19e10e9	293345	validated
26dc52d6-6da4-4891-87d6-60606624c916	1ed75de7-5314-4887-8fec-2d806c996e6f.mirbase21.isoforms.quantification.txt	bcff1c8a5cb800ff488b8f4eff23072d	328186	validated
2713d2b5-0cac-4c51-b86b-3801e7423bf1	5cd968a0-9bd4-48d0-9a07-cd460d2f49f4.mirbase21.isoforms.quantification.txt	c68322699de0f456cb51307fb6a385aa	196966	validated
27c5d0db-8945-4f8b-ab4f-af90293b5a4a	888c9616-312f-4792-a4e6-3a759e6b5384.mirbase21.isoforms.quantification.txt	bbba8ed5540175b056cdf829f5e2f7f0	251003	validated
27fb329c-516d-48dd-a997-585ef0f9d62c	5ed1e5e7-e783-4c3f-ade5-8886a58982a8.mirbase21.isoforms.quantification.txt	560e8b040283feb236296e569302f035	423269	validated
28d7e873-9d48-49db-b12e-f2170372f781	d5f25144-670d-489c-a183-2277bb7d415e.mirbase21.isoforms.quantification.txt	21a8bc78ffb3adb74806be680a7786af	321413	validated
290078f0-6762-4529-9c7d-47602bff55c5	455f9de1-14cb-4b85-9366-000595d65ea9.mirbase21.isoforms.quantification.txt	f57c88fd1f1bd49e01384264de3fb925	458880	validated
294c3787-e4e9-481d-802b-82cf32a34474	eb2ca6d3-9b29-44d8-819d-d36a8e985bb6.mirnaseq.isoforms.quantification.txt	32c4135dc7e32e7bfd6ce26d62453e28	838305	validated
2960e89b-dff9-4ebb-be37-6705f4e47572	f86235e2-c0d0-42c5-a52b-f027a29333e3.mirbase21.isoforms.quantification.txt	ac4cb949e82287bf3981eb2f1cfde5d2	339537	validated
29666a00-de1d-406e-8b65-d148660bafa4	dc43f371-6062-4c51-8032-17085d831c26.mirnaseq.isoforms.quantification.txt	8e7cc21b29113bab977c00e0d1a87537	849427	validated
2985c48b-f098-4594-aa7d-b8cca82c774d	964adbaf-ff01-4e9b-806c-6a78123e2b95.mirbase21.isoforms.quantification.txt	21997a92c371ee6bb7a30a0610bbc98c	337033	validated
29a29081-1503-4d10-8c43-17d25b0f20be	3df21443-30a9-4f0e-b0e8-a65c36e41bf5.mirbase21.isoforms.quantification.txt	8df3d34a6ff2aa2fe903a82c22a0200e	305646	validated
29dac0d3-c874-46f8-8b3a-4c12781ad9ff	5fad0b08-2a5a-4b7c-be05-71f5f8f4f1af.mirnaseq.isoforms.quantification.txt	933c57ae84fb0e9f858a16c194c17ff7	757547	validated
2a427a73-27fa-4287-bdd7-2ce4d40a6092	038cea02-cec0-4699-b18d-40a3428624d3.mirbase21.isoforms.quantification.txt	613c5d93cb6f346e820d99a693c6aab0	331746	validated
2ad1a279-50ec-4e6b-a661-f7860915faec	0ab7c85e-6967-4841-a56e-6f010edc2350.mirbase21.isoforms.quantification.txt	072f12e2d37c5203bbb0152b9f1cfaed	344648	validated
2adb3b1a-2ba0-46a6-8fe4-07bed8fbccc8	8bcc2c90-d3b9-48e7-bae5-2cdacab5a59d.mirbase21.isoforms.quantification.txt	8983034bba23de4d961221f3d7ad4a04	442578	validated
2b94722e-e56b-4b8b-b998-4f8adf0a77bb	3e2478c8-d006-4546-9a5f-a9e6489d2f1a.mirbase21.isoforms.quantification.txt	59fe05e09eedc1f3e8b2824365ca42ec	208039	validated
2bd3ddd9-1c05-4b7c-ab11-5a1d5a0f843b	e7e7a2ea-c506-40a5-b70f-4eb0c9494306.mirbase21.isoforms.quantification.txt	f749efd2fc8c435cbe7c70030b1ecc31	378918	validated
2c2e7d78-c7e1-4409-a304-35e79be7376e	a5bb29e7-e53f-45f4-a040-d2ac3c3fff1d.mirbase21.isoforms.quantification.txt	57614d1a94c32357df6132b38dacad3b	392250	validated
2c66bb90-7e3d-4b82-bb05-18f085686c65	fd4548a2-1469-4b95-b436-e8cf6780af7d.mirbase21.isoforms.quantification.txt	f358102f1475c1d377ec2eb77af0d325	344574	validated
2cacbe74-071e-4f4c-8a1f-462a748721a6	2906ca67-74c0-4944-847c-54d25e7dcb87.mirbase21.isoforms.quantification.txt	25a701de0e93bd72fef6444b12873960	287096	validated
2cfb1a6f-908c-4850-888b-4ee86cadf2c9	af29b644-b3a8-455b-9f07-b956d41f6ec4.mirbase21.isoforms.quantification.txt	485f03d15136143a207b49c8d8d69358	320687	validated
2d06e5b3-4e44-4a49-9e01-c84d8cecf0c9	a7a25077-94b2-447a-95b8-f2b097091d56.mirbase21.isoforms.quantification.txt	30e20d7857a257564b085a1dd2b75523	538517	validated
2d661510-24d9-4352-b72d-5dad4642de8e	459fc1b6-85a1-4710-bf9d-fcee51ad8b3f.mirnaseq.isoforms.quantification.txt	dcf5073dfc28279a5f74ad557d578cd4	676057	validated
2e38528e-0620-4c6b-a43e-2c469677747f	2f641ebc-c5de-4793-8b8c-423a60ba7ff9.mirnaseq.isoforms.quantification.txt	2d5112d2b174d493eb3fa6db861e730c	637569	validated
2e435f66-8d30-4df4-9e9e-dd4ff98836c0	6c1f16dd-1895-4519-8106-13b4ea57960c.mirbase21.isoforms.quantification.txt	4bd71908b242f9adc7c0b194e5965a76	245929	validated
2eae5a63-4207-4fd3-9cbb-9a576bc893a3	5bff05d5-7770-48c1-b183-e3bb2ed03726.mirbase21.isoforms.quantification.txt	b43caeb1435a2f68890d8ab452c57f81	444270	validated
2f37b78e-4e91-4fb4-b3f8-74aa68402b6f	fd8137e0-9fe2-4480-996b-d5b787cc5e1d.mirbase21.isoforms.quantification.txt	874043812dd7d3e474c4127a31a6f858	440356	validated
2f7d645f-d449-4f44-a230-bd575d5debda	320f5d62-a2f8-43e7-9e5f-403c14218da0.mirbase21.isoforms.quantification.txt	24b83deffc7296fe50e8369922b809c1	405822	validated
2f88df24-a0bc-4a7b-9c8c-ce7c58af1c62	eb7a0e4c-4806-4b87-9df2-5b57118d4dcf.mirbase21.isoforms.quantification.txt	87c410cd07e276365485e148d269e7bc	340910	validated
2fd80eec-1f44-4287-8b35-3dda5e6390b0	55e3e988-8feb-4894-b184-b9c7edc65481.mirbase21.isoforms.quantification.txt	03eb9027fe8ebab915bce7044267adbf	297398	validated
3058a3e0-df5b-4e09-b236-777bf6c09d32	20572764-f33a-4fe9-8cc8-b5c7a2a3a0a6.mirbase21.isoforms.quantification.txt	bdb172324f8b5afa899559f6b7ef464d	391760	validated
305cee6f-c4d9-4989-a113-d3806ee16056	0d90613c-3d5b-478e-84d2-e4c20c6c7804.mirbase21.isoforms.quantification.txt	fb9d48b62b8f0b6ce314bf8ad612c924	412872	validated
30c1fee9-9e29-4d57-abf2-2c69bbc1bf70	80f2c0c3-5e9b-45e9-9b94-f4546761e93a.mirnaseq.isoforms.quantification.txt	d7a8ed6cc64e44f9914f7e8a9ff23d05	828542	validated
30f9217a-7ef7-415a-b0c3-78982dc1f4e0	509bcdc0-baf4-4fc3-82ed-49e009e2f9c9.mirbase21.isoforms.quantification.txt	f5ab0da3dffcd6ed401cc2847df61bd5	412496	validated
311256d6-8c17-473b-bbe8-04d3b9535e7c	a0b4f601-ad55-4955-b3a9-78e8797b2ad0.mirbase21.isoforms.quantification.txt	b31bbd844938614028a9f7a8615e305c	499974	validated
316ae54b-ebe0-4f54-a316-e817709f3a24	d86360eb-f641-46b1-ae85-b9642f9d2258.mirbase21.isoforms.quantification.txt	31b3b900ba60735426e0ebe419118387	515635	validated
31edb8d6-4c51-40bc-9dc6-5839521adcfe	06229c79-8174-4141-961c-68d20187af3c.mirnaseq.isoforms.quantification.txt	bbb6aee6ddd6852792410494b064020f	730866	validated
3222f80a-6adc-4726-a084-f7fa7beb77e0	0c0dabce-090a-4094-b111-211b0b543c5a.mirbase21.isoforms.quantification.txt	63f899908c4b2634c229a7ec0487298f	325231	validated
32558cc1-95b2-488a-9189-f2b54ac9b1bc	86d68770-b597-494c-8488-8e0cd6780587.mirbase21.isoforms.quantification.txt	6491d85ba540df8435f621c4c0171de5	409117	validated
32862cf4-9ffc-4165-89ae-07f42ae81e77	dfd17a07-ce28-4ce1-85b8-730f03304929.mirbase21.isoforms.quantification.txt	384cf0be2cc56cc6a3208782f8a08bb3	351785	validated
328b3794-fdde-4735-ab9d-ca7fc3789382	68d627ed-4a56-40b0-a630-56867408e4d3.mirnaseq.isoforms.quantification.txt	ae99fa0ebc27890874ccc2838e1db022	891023	validated
328d7041-0ba3-44d0-aa5b-a3d76388159f	410b2ac0-165a-4e24-81f4-56c6b4ab388d.mirnaseq.isoforms.quantification.txt	95421f02ae2ac55f095b4a661b6cdd39	933283	validated
32ab1612-73ed-4c5e-aa61-a1b56c86ac36	7e02797a-0dbb-4867-93a5-2f99d6db1f26.mirnaseq.isoforms.quantification.txt	d7ec5c6c5cf4ba815fefb8399c71cf78	884844	validated
32d3fae4-176e-4250-a268-3bb85e7be187	9847d1cb-d10e-425e-9b68-7f52ad9310b5.mirnaseq.isoforms.quantification.txt	a0ff3c1ceaebacfcb2fe3c83655c53b5	563259	validated
331a3b8c-514e-48ff-9dd4-a7a08a73fabb	8a107ef1-2701-4c39-aec0-5e37e8986ac2.mirbase21.isoforms.quantification.txt	2612336a11304847928f764881fa86ad	413120	validated
33aab5ae-37e9-4b1d-8f00-158de0fb7d39	20d4d7ff-ffb1-410c-a782-029423b122b2.mirbase21.isoforms.quantification.txt	cfe3e58e64af037679fc3780fb7f0e02	300950	validated
33c173c4-e4a7-4b68-b13c-7978236b1a4c	375367f9-2154-4b04-b044-81b9886dd92d.mirbase21.isoforms.quantification.txt	97de7ec45a7fb838bec62607a0af0f8d	447884	validated
